Sno,CusID,Date,Dairy Product Consumed,Category,Buying Frequency,Online Buying Preference,Expected Delivery Time,Preferred Time Slot,Discount Expectations,Preferred Billing Type,Buying Farm Fresh Fruits Online
8604,C6,3/6/2019,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,2,6,6 AM to 12 Noon,No,Instant,Yes
8605,C9,3/6/2019,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Instant,Yes
8606,C4,3/7/2019,Anchor Cheese,Cheese,Once Every 2-3 days,2,12,Anytime would do,Yes,Instant,Maybe
8607,C9,3/7/2019,Ambewela Cheese,Cheese,Once Every 2-3 days,5,24,Anytime would do,Yes,Instant,Yes
8608,C4,3/7/2019,Anchor Cheese,Cheese,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Any would do,Maybe
8609,C1,3/7/2019,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,4,12,6 AM to 12 Noon,Yes,Instant,Yes
8610,C1,3/8/2019,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Prepaid,Yes
8611,C9,3/8/2019,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once a day,9,12,6 AM to 12 Noon,No,Instant,Yes
8612,C6,3/10/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,Prepaid,Yes
8613,C8,3/10/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,Instant,Yes
8614,C2,3/10/2019,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,6,6 AM to 12 Noon,Yes,Instant,Yes
8615,C4,3/12/2019,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Instant,Yes
8616,C4,3/12/2019,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Any would do,Yes
8617,C8,3/13/2019,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
8618,C5,3/14/2019,Milo,HotChocolateMilk,Once Every 2-3 days,2,12,Anytime would do,Yes,Instant,Yes
8619,C6,3/14/2019,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,2,24,6 AM to 12 Noon,Yes,Instant,Yes
8620,C7,3/14/2019,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,Instant,Yes
8621,C7,3/15/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,10,24,Anytime would do,Yes,Instant,Yes
8622,C9,3/15/2019,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,7,24,6 AM to 12 Noon,No,"Postpaid, Instant",Yes
8623,C2,3/17/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,6,Anytime would do,Yes,Any would do,Yes
8624,C7,3/18/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,12,Anytime would do,Yes,Instant,Yes
8625,C10,3/18/2019,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 AM to 12 Noon,Maybe,Instant,Maybe
8626,C1,3/18/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,7,24,Anytime would do,Maybe,Instant,Yes
8627,C6,3/18/2019,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,1,12,6 AM to 12 Noon,No,Instant,Maybe
8628,C2,3/18/2019,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Instant,Yes
8629,C2,3/18/2019,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Prepaid,Maybe
8630,C10,3/22/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,6,Anytime would do,Yes,Instant,Yes
8631,C10,3/22/2019,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
8632,C9,3/22/2019,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,Instant,Maybe
8633,C8,3/22/2019,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,12,6 AM to 12 Noon,Maybe,Instant,Maybe
8634,C5,3/23/2019,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,2,24,6 PM to 11 PM,Yes,Prepaid,Yes
8635,C1,3/24/2019,Highland Cheese Spread,Cheese,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Any would do,Yes
8636,C1,3/25/2019,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Any would do,Yes
8637,C1,3/25/2019,Ambewela Cheese,Cheese,Once Every 2-3 days,9,12,6 AM to 12 Noon,No,Instant,Yes
8638,C8,3/27/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Instant,Maybe
8639,C6,3/28/2019,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,12,6 PM to 11 PM,Yes,Instant,Yes
8640,C1,3/29/2019,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
8641,C10,3/30/2019,Highland Processed Cheese,Cheese,Once Every 2-3 days,5,12,Anytime would do,Yes,Instant,Yes
8642,C4,3/30/2019,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,8,24,Anytime would do,Maybe,Any would do,Yes
8643,C2,3/30/2019,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Instant,Yes
8644,C7,4/1/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,24,6 PM to 11 PM,Yes,Instant,Yes
8645,C9,4/1/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,Instant,Yes
8646,C6,4/1/2019,Highland House Cocolate Ice Cream,Ice Cream,Once a day,4,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
8647,C7,4/3/2019,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,10,12,6 AM to 12 Noon,Maybe,Instant,Maybe
8648,C4,4/3/2019,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,12,6 AM to 12 Noon,Maybe,Instant,Maybe
8649,C3,4/5/2019,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Instant,Yes
8650,C8,4/5/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Instant,Yes
8651,C6,4/6/2019,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Instant,Maybe
8652,C3,4/6/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,10,6,Anytime would do,Yes,Instant,Maybe
8653,C10,4/7/2019,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,9,12,6 AM to 12 Noon,Maybe,Instant,Yes
8654,C5,4/8/2019,Highland Cheese Spread,Cheese,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Prepaid,Yes
8655,C7,4/9/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Prepaid,Maybe
8656,C5,4/9/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,6,6 AM to 12 Noon,Maybe,Instant,Yes
8657,C4,4/11/2019,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,7,6,Anytime would do,Yes,Instant,Yes
8658,C1,4/11/2019,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,9,24,6 PM to 11 PM,Yes,Instant,Yes
8659,C4,4/11/2019,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
8660,C3,4/12/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,6,6 PM to 11 PM,Yes,"Postpaid, Instant",Yes
8661,C4,4/13/2019,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,6 PM to 11 PM,Yes,Instant,Yes
8662,C10,4/13/2019,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Any would do,Yes
8663,C5,4/16/2019,Anchor Cheese,Cheese,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Instant,Yes
8664,C7,4/16/2019,Highland Butter,Butter,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Instant,Maybe
8665,C8,4/16/2019,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,6,6 PM to 11 PM,Yes,Prepaid,Yes
8666,C9,4/17/2019,Highland Cheese Spread,Cheese,Once Every 2-3 days,7,24,Anytime would do,Yes,"Postpaid, Instant",Yes
8667,C4,4/18/2019,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
8668,C3,4/19/2019,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
8669,C2,4/20/2019,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,24,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
8670,C9,4/21/2019,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,2,6,6 AM to 12 Noon,No,"Postpaid, Instant",Maybe
8671,C5,4/22/2019,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,4,12,6 AM to 12 Noon,Yes,Prepaid,Yes
8672,C1,4/23/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,4,6,6 AM to 12 Noon,Maybe,Instant,Yes
8673,C7,4/23/2019,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,5,6,6 PM to 11 PM,Yes,Instant,Maybe
8674,C8,4/24/2019,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,6,6,Anytime would do,No,"Postpaid, Instant",Yes
8675,C3,4/26/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,4,6,6 PM to 11 PM,Yes,Any would do,Yes
8676,C10,4/26/2019,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Instant,Yes
8677,C3,4/28/2019,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,4,12,6 AM to 12 Noon,Yes,Instant,Yes
8678,C9,4/28/2019,Anchor Cheese,Cheese,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,Instant,Yes
8679,C1,4/28/2019,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,6,6 AM to 12 Noon,Maybe,Any would do,Yes
8680,C3,4/30/2019,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,6,6 AM to 12 Noon,Yes,Instant,Maybe
8681,C5,4/30/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Any would do,Maybe
8682,C5,5/1/2019,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Instant,Yes
8683,C5,5/1/2019,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Instant,Yes
8684,C10,5/1/2019,Highland Processed Cheese,Cheese,Once Every 2-3 days,2,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
8685,C7,5/1/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Instant,Maybe
8686,C3,5/1/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,12,6 AM to 12 Noon,No,Prepaid,Yes
8687,C3,5/3/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,4,24,6 AM to 12 Noon,Maybe,Instant,Maybe
8688,C3,5/3/2019,Highland Cheese Spread,Cheese,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,Any would do,Yes
8689,C7,5/3/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Instant,Maybe
8690,C10,5/4/2019,Highland Cheese Spread,Cheese,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Prepaid,Maybe
8691,C4,5/7/2019,Milo,ColdChocolateMilk,Once Every 2-3 days,9,6,Anytime would do,Maybe,Instant,Yes
8692,C2,5/8/2019,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Instant,Yes
8693,C8,5/10/2019,Highland Cheese Spread,Cheese,Once Every 2-3 days,4,6,Anytime would do,Maybe,Any would do,Maybe
8694,C10,5/10/2019,Anchor Cheese,Cheese,Once Every 2-3 days,8,12,6 AM to 12 Noon,Maybe,Any would do,Yes
8695,C8,5/10/2019,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,6,6 AM to 12 Noon,Maybe,Any would do,Yes
8696,C1,5/10/2019,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,Instant,Yes
8697,C5,5/11/2019,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,10,24,6 AM to 12 Noon,No,Prepaid,Yes
8698,C10,5/13/2019,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,12,6 AM to 12 Noon,Maybe,Instant,Yes
8699,C7,5/14/2019,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,9,6,Anytime would do,Yes,Prepaid,Yes
8700,C7,5/15/2019,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,6,6 AM to 12 Noon,No,"Postpaid, Instant",Yes
8701,C1,5/16/2019,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Maybe
8702,C10,5/16/2019,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,24,Anytime would do,Yes,Instant,Yes
8703,C2,5/17/2019,Highland Cheese Spread,Cheese,Once Every 2-3 days,7,12,Anytime would do,Yes,Any would do,Maybe
8704,C7,5/18/2019,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,9,24,6 AM to 12 Noon,No,Instant,Yes
8705,C7,5/19/2019,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,5,6,6 AM to 12 Noon,No,Prepaid,Yes
8706,C8,5/20/2019,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,4,24,6 AM to 12 Noon,No,Instant,Maybe
8707,C6,5/20/2019,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,6,6 AM to 12 Noon,Maybe,Instant,Yes
8708,C6,5/20/2019,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,6,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
8709,C9,5/21/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Prepaid,Yes
8710,C8,5/21/2019,Highland Processed Cheese,Cheese,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Any would do,Yes
8711,C1,5/22/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Instant,Maybe
8712,C4,5/23/2019,Highland Butter,Butter,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Instant,Yes
8713,C4,5/23/2019,Anchor Cheese,Cheese,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,Any would do,Yes
8714,C4,5/23/2019,Anchor Cheese,Cheese,Once Every 2-3 days,9,12,6 AM to 12 Noon,No,Instant,Yes
8715,C10,5/25/2019,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,24,6 PM to 11 PM,Maybe,"Postpaid, Instant",Yes
8716,C5,5/25/2019,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,Anytime would do,Maybe,Instant,Yes
8717,C5,5/25/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,12,6 PM to 11 PM,Yes,Any would do,Maybe
8718,C6,5/26/2019,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Instant,Yes
8719,C5,5/26/2019,Ambewela Cheese,Cheese,Once Every 2-3 days,4,12,Anytime would do,Yes,Instant,Maybe
8720,C5,5/30/2019,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,8,24,6 PM to 11 PM,No,Instant,Maybe
8721,C8,5/31/2019,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,10,12,6 AM to 12 Noon,Maybe,Prepaid,Yes
8722,C4,6/1/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
8723,C3,6/2/2019,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
8724,C2,6/3/2019,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 AM to 12 Noon,Yes,Instant,Yes
8725,C3,6/6/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Prepaid,Maybe
8726,C4,6/7/2019,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Instant,Yes
8727,C9,6/8/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,Instant,Maybe
8728,C3,6/8/2019,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,8,24,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Maybe
8729,C9,6/9/2019,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Instant,Yes
8730,C2,6/10/2019,Ambewela Cheese,Cheese,Once Every 2-3 days,1,24,6 AM to 12 Noon,Maybe,Any would do,Maybe
8731,C7,6/11/2019,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,12,Anytime would do,Yes,Instant,Maybe
8732,C8,6/13/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,6,6 AM to 12 Noon,No,Any would do,Yes
8733,C3,6/13/2019,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,12,6 AM to 12 Noon,Yes,Instant,Yes
8734,C9,6/14/2019,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,Instant,Maybe
8735,C6,6/14/2019,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Instant,Maybe
8736,C3,6/14/2019,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,1,24,6 PM to 11 PM,No,Instant,Yes
8737,C9,6/16/2019,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,2,24,Anytime would do,No,Prepaid,Yes
8738,C5,6/17/2019,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Instant,Maybe
8739,C2,6/19/2019,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Prepaid,Maybe
8740,C4,6/20/2019,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,10,6,6 AM to 12 Noon,Maybe,Instant,Maybe
8741,C1,6/22/2019,Anchor Butter,Butter,Once Every 2-3 days,1,12,6 AM to 12 Noon,Maybe,Instant,Yes
8742,C5,6/25/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,24,Anytime would do,Yes,Instant,Maybe
8743,C8,6/25/2019,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,2,12,6 AM to 12 Noon,No,Instant,Yes
8744,C5,6/28/2019,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Any would do,Yes
8745,C5,6/28/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,1,24,6 PM to 11 PM,Yes,Instant,Maybe
8746,C1,6/29/2019,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Instant,Yes
8747,C10,6/29/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,9,6,Anytime would do,No,Instant,Yes
8748,C6,6/30/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,12,Anytime would do,Yes,Prepaid,Maybe
8749,C4,7/1/2019,Milo,ColdChocolateMilk,Once Every 2-3 days,1,24,6 PM to 11 PM,No,Prepaid,Yes
8750,C7,7/2/2019,Anchor Butter,Butter,Once Every 2-3 days,4,24,Anytime would do,Maybe,Any would do,Maybe
8751,C9,7/2/2019,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Instant,Maybe
8752,C6,7/3/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Instant,Maybe
8753,C8,7/5/2019,Highland Processed Cheese,Cheese,Once Every 2-3 days,5,6,Anytime would do,Yes,Prepaid,Yes
8754,C6,7/5/2019,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Prepaid,Yes
8755,C3,7/6/2019,Highland Processed Cheese,Cheese,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,Instant,Yes
8756,C9,7/7/2019,Anchor Cheese,Cheese,Once Every 2-3 days,9,6,6 AM to 12 Noon,Yes,Instant,Yes
8757,C8,7/8/2019,Anchor Butter,Butter,Once Every 2-3 days,6,12,Anytime would do,Yes,Instant,Maybe
8758,C6,7/9/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Any would do,Yes
8759,C1,7/9/2019,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,7,24,6 PM to 11 PM,Yes,Instant,Yes
8760,C9,7/10/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,12,6 PM to 11 PM,Maybe,Instant,Yes
8761,C10,7/11/2019,Ambewela Cheese,Cheese,Once Every 2-3 days,8,24,6 AM to 12 Noon,No,Instant,Yes
8762,C1,7/12/2019,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Any would do,Yes
8763,C3,7/12/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,6,6 PM to 11 PM,No,Prepaid,Maybe
8764,C2,7/14/2019,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 AM to 12 Noon,No,Prepaid,Yes
8765,C9,7/16/2019,Milo,HotChocolateMilk,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Prepaid,Maybe
8766,C9,7/18/2019,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Instant,Yes
8767,C9,7/21/2019,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,24,Anytime would do,Maybe,Instant,Yes
8768,C2,7/21/2019,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,Prepaid,Yes
8769,C2,7/22/2019,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
8770,C3,7/23/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,10,6,Anytime would do,Maybe,"Postpaid, Instant",Maybe
8771,C5,7/23/2019,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,3,12,6 AM to 12 Noon,No,Instant,Maybe
8772,C10,7/23/2019,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,6,Anytime would do,Yes,Prepaid,Maybe
8773,C10,7/24/2019,Anchor Cheese,Cheese,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Instant,Maybe
8774,C6,7/25/2019,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,6,6 PM to 11 PM,Yes,Instant,Yes
8775,C9,7/28/2019,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Instant,Yes
8776,C7,7/31/2019,Anchor Butter,Butter,Once Every 2-3 days,3,12,6 AM to 12 Noon,No,Instant,Yes
8777,C6,7/31/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,9,6,6 AM to 12 Noon,No,Instant,Maybe
8778,C8,8/1/2019,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Instant,Maybe
8779,C3,8/3/2019,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,4,12,6 AM to 12 Noon,Yes,Instant,Yes
8780,C6,8/4/2019,Anchor Cheese,Cheese,Once Every 2-3 days,8,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Yes
8781,C9,8/5/2019,Highland Cheese Spread,Cheese,Once Every 2-3 days,6,6,Anytime would do,Yes,Instant,Yes
8782,C3,8/6/2019,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,12,6 PM to 11 PM,Yes,Any would do,Maybe
8783,C7,8/7/2019,Ambewela Cheese,Cheese,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Any would do,Yes
8784,C5,8/8/2019,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,4,12,6 PM to 11 PM,Yes,Instant,Maybe
8785,C4,8/8/2019,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Instant,Yes
8786,C7,8/9/2019,Anchor Butter,Butter,Once Every 2-3 days,10,12,6 AM to 12 Noon,Maybe,Instant,Yes
8787,C4,8/10/2019,Milo,ColdChocolateMilk,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,Instant,Yes
